title,description,status,update_log,Resource
24 Nisan 1972 tarihinin İsrail'in kuruluşu nedeniyle tatil oldu,İsrail devletinin kuruluş yıldönümü  sebebiyle Türkiye'de okulların tatil edildiği iddiasıyla 24 Nisan 1972 tarihli bir takvim sayfası paylaşıldı.,0,√,TeyitOrg-False
EYT düzenlemesinde sona doğru,"TBMM Genel Kurulu, bu hafta yoğun bir mesai yapacak. Milyonlarca kişiyi ilgilendiren Emeklilikte Yaşa Takılanlarla (EYT) ilgili kanun teklifinin yasalaşması bekleniyor. Borç yapılandırma paketi de Meclis'in gündeminde olacak.",1,X,TRT
Videonun İstanbul'da Afgan bayraklarıyla dolaşan bir minibüsü gösterdi,"Afganistanlı göçmenlerle ilişkilendirilen minibüs, Türkiye'de yaşayan Caferi vatandaşların her sene Muharrem ayı dolayısıyla yaptıkları anma için kullanılıyor.",0,√,TeyitOrg-False
TBMM Başkanı Şentop Adana ve Osmaniye'de incelemelerde bulundu,"TBMM Başkanı Mustafa Şentop, deprem bölgesi Adana ve Osmaniye'de incelemelerde bulundu, yürütülen çalışmalar hakkında yetkililerden bilgi aldı.",1,X,TRT
Nurdağı-Gaziantep yolu sadece acil araç geçişlerine açık olacak,"Gaziantep Valiliği, oluşan araç trafiği ve buna bağlı olarak yardım araçlarının geçişlerinde yavaşlama olması nedeniyle Nurdağı-Gaziantep yolunun, ikinci bir emre kadar sadece acil araç geçişlerine açık olacağını belirtti.",1,X,TRT
Şef Somer Sivrioğlu'nun 'Türk mutfağı dünyada ilk 10'a giremez' dedi,Somer Sivrioğlu’nun YouTube’da katıldığı söyleşideki sözleri bağlamından koparılmış. Sivrioğlu Türk mutfağının ilk 10’da yer almamasının pazarlama eksikliğinden kaynaklandığını ifade ediyor.,0,√,TeyitOrg-False
Bakan Çavuşoğlu: Avrupa'da İslam düşmanlığı durmuyor,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Avrupa'da gerçekleştirilen İslam düşmanlığına ilişkin ""Alçak saldırılar yüce dinimiz İslam’ın ve Kutsal Kitabımızın kutsiyetini gölgeleyemez, ancak bunu yapanları ve buna izin verenleri alçaltır"" açıklamasını yaptı.",1,X,TRT
"SETA ""2022'de Türkiye"" raporunu yayımladı","Siyaset, Ekonomi ve Toplum Araştırmaları Vakfı'nın ""2022'de Türkiye"" başlığıyla yayımlanan raporunda, Ankara'nın bu yılki dış politikasına geniş yer verildi.",1,X,TRT
'Kızlara uyarı' başlıklı metnin Aziz Sancar’a ait oldu,Bilim insanı Aziz Sancar’a atfedilen ve “kızlara uyarı” başlığını taşıyan ifadeler ona ait değil.,0,√,TeyitOrg-False
Gürcistan’dan Türkiye’ye girerken 'Good Luck' yazdı,"Gürcistan’dan Türkiye'ye girerken, Sarp Sınır Kapısı’ndaki tabela 2021 yılında değiştirildi. ",0,√,TeyitOrg-False
CNN Türk'ün attığı tweette Diyanet İşleri Başkanlığı’nın dolar hakkındaki açıklamasının yer aldı,CNN Türk’ün tweetinde Diyanet'in artan dolar kurundan dolayı insanların sure okumaları gerektiği şeklinde açıklama yaptığını gösterdiği iddia edildi.,0,√,TeyitOrg-False
TRT World Forum 2022 kapılarını açtı,"Ülke liderleri, akademisyenler, gazeteciler, politika belirleyicileri ve sivil toplum kuruluşlarının temsilcileri İstanbul'da bir araya geldi. TRT'nin dünya gündemine yön veren dev organizasyonu TRT World Forum 2022'nin ilk günü tamamlandı.",1,X,TRT
Görüntülerin Glastonbury Festivali’nde Greta Thunberg’in konuşmasından sonra kaydedildi,"Görüntüler Greta Thunberg'in konuştuğu 2022 Glastonbury Festivali'nden değil. Geçmiş yıllara ait görüntüler güncelmiş gibi paylaşılmış.
",0,√,TeyitOrg-False
OHAL kararı Meclis Başkanlığı'na sunuldu,"Kahramanmaraş merkezli depremlerden etkilenen 10 ilde bugün saat 01.00'den itibaren 3 ay süreyle olağanüstü hal ilan edilmesine ilişkin Cumhurbaşkanı Kararı, Meclis Başkanlığı'na sunuldu.",1,X,TRT
Fotoğrafın Vladimir Putin'i gazeteci kılığında ajanlık yaparken gösterdi,"teyit.org’a ihbar olarak gönderilen görselde üzerinde fotoğraf makinesi bulunan kişinin, Rusya Devlet Başkanı Vladimir Putin’i gösterdiği iddia edildi.",0,√,TeyitOrg-False
"AK Parti'den ""İrade Sende Sandık Güvende"" buluşmaları","AK Parti İstanbul İl Başkanlığı,, sandık görevlileriyle ""İrade Sende Sandık Güvende"" sloganıyla yeni bir program başlatıyor. AK Parti İstanbul İl Başkanı Osman Nuri Kabaktepe basın toplantısında anlattı.",1,X,TRT
Portre: Necip Hablemitoğlu,"Ömrünü dünyadaki Türklere adayan, Türk eserleri, Türk azınlıkları ve Türk şehitlikleri konularında çalışmalar yürüten Necip Hablemitoğlu’nun 20. ölüm yıl dönümü.",1,X,TRT
Yabancı misyon temsilcileri Türkiye'nin sıfır atık projelerinden memnun,"Türkiye'deki AB, Fransa, İrlanda ve İsrail büyükelçileri, Türkiye'nin sıfır atık politikasının hem Türkiye hem de dünya için önemli olduğunu vurguladı.",1,X,TRT
Boğazda karaya çarpan geminin mürettebatının kazadan önce AK Partililerle görüştüğü iddiası ,"Rumeli Hisarı’nda kıyıya çarpan Songa Iridium gemisinin mürettebatının, kazadan bir gün önce Polenezköy’de AK Partili yetkililerle görüştüğü iddia edildi.",0,X,TeyitOrg-False
Bantlı elektrik direği fotoğrafı Türkiye'den mi?,"Sosyal medyada paylaşılan bir fotoğrafın, çatladıktan sonra bantlanan Türkiye’deki bir elektrik direğini gösterdiği iddia edildi.",0,X,TeyitOrg-False
Bolu Dağı'nda sis nedeniyle görüş mesafesi azaldı,Bolu Dağı ve Sakarya'da etkili olan sis nedeniyle görüş mesafesi düştü. Trafik ekipleri sürücülere hız yapmamaları konusunda uyarı yaptı.,1,X,TRT
Erdoğan'ın 'Silahlı teröristle soğanlı terörist arasında hiçbir fark yok' dedi,"Erdoğan, 23 Kasım 2018’de saat 10.00’da KADEM'in düzenlediği III. Uluslararası Kadın ve Adalet Zirvesi’nde yaptığı açılış konuşmasında böyle bir cümle kurmuyor.",0,√,TeyitOrg-False
Hollanda’da bir kilise çanlarıyla 'Uzun İnce Bir Yoldayım' çalındı,Sosyal medyada paylaşılan videonun Rotterdam'da bir kilisede Uzun İnce Bir Yoldayım türküsünün çalındığını gösterdiği iddia edildi.,1,√,TeyitOrg-True
Videonun pandeminin sahte olduğunu gösterdi,Görüntüler İsrail’in en büyük dördüncü hastanesinin tanıtım filmi için çekilmiş ve Covid-19 sebebiyle acil servise dönüştürülmüş otoparkı gösteriyor.,0,√,TeyitOrg-False
Görüntülerin gerçek bir yapay rahim tesisinden oldu,"Videonun EctoLife isimli şirketin kuracağı yapay rahim tesisini gösterdiği iddia edildi.
",0,√,TeyitOrg-False
Kamuya 97 personel alınacak,"Cumhurbaşkanlığı İletişim Başkanlığı, Tapu ve Kadastro Genel Müdürlüğü ve Sağlık Bakanlığı çeşitli unvan ve kadrolara personel alacağını duyurdu.",1,X,TRT
Fotoğrafın Türkiye'de makam araçlarının konvoyunu gösterdi,Bir konvoy fotoğrafının Türkiye’de Cuma namazına giden makam araçlarına ait olduğu iddia edildi.,0,√,TeyitOrg-False
"Bakan Koca, 261. saatte enkazdan çıkarılan depremzedeleri ziyaret etti","Sağlık Bakanı Fahrettin Koca, Hatay'ın merkez Antakya ilçesindeki binanın enkazından depremin 261. saatinde sağ çıkarılan Mustafa Avcı ve Mehmet Ali Şakiroğlu'nu hastanede ziyaret etti.",1,X,TRT
Bakan Pakdemirli'nin patates firmasında danışmanlık yaptı,Sosyal medyada dondurulmuş patates firması McCain'in Ortadoğu danışmanının Tarım ve Orman Bakanı Bekir Pakdemirli olduğu iddia edildi.,1,√,TeyitOrg-True
Fotoğrafın Beykoz'daki metro istasyonunu gösterdi,"Facebook’ta 1 Haziran 2018 tarihinde paylaşılan görselin, İstanbul Beykoz’daki bir metro istasyonunu gösterdiği iddia edildi.",0,√,TeyitOrg-False
Türkiye'den Lahey'deki provokatif eyleme tepki,"Dışişleri Bakanlığı'ndan yapılan açıklamada, ""Hollanda’nın Lahey kentinde İslam düşmanı bir şahsın 22 Ocak’ta kutsal kitabımız Kur’an-ı Kerim’i hedef alan aşağılık saldırısını en güçlü şekilde lanetliyoruz."" denildi.",1,X,TRT
Rusya: Rus ve ABD’li diplomatlar İstanbul'da görüşme yapıyor,"Rusya Dışişleri Bakan Yardımcısı Sergey Ryabkov, Rus ve ABD’li diplomatların İstanbul'da ikili ilişkilerdeki sorunları ele almak üzere bir araya geldiğini bildirdi.",1,X,TRT
Son bir haftada 2 bin 391 düzensiz göçmen sınır dışı edildi,"Türkiye genelinde, 13-19 Ocak arasında 1536 düzensiz göçmenin yakalandı, 2 bin 391 düzensiz göçmen de sınır dışı edildi.",1,X,TRT
Cumhurbaşkanı Erdoğan: Devlet olarak tüm kurumlarımızla sahadayız,"Cumhurbaşkanı Erdoğan, Kahramanmaraş merkezli depremlerde yaşamını yitirenlerin sayısının 14 bin 14, yaralı sayısının 63 bin 794 olduğunu açıkladı. Erdoğan, 1 yıl içinde depremde evleri yıkılan vatandaşlara yeni konutlar yapılacağını söyledi. "" Bugün Meclis'te yapılacak oylamayla 10 ilde OHAL yürürlüğe girmiş olacak"" şeklinde konuştu.",1,X,TRT
Bakan Karaismailoğlu'ndan İyi Parti'li Türkkan'a 250 bin liralık tazminat davası,"Ulaştırma ve Altyapı Bakanı Adil Karaismailoğlu, İyi Parti Kocaeli Milletvekili Lütfü Türkkan'ın, kendisi hakkındaki sosyal medya paylaşımları nedeniyle 250 bin liralık manevi tazminat davası açtı.",1,X,TRT
Deprem bölgesine psikososyal destek personeli sevk edildi,"Aile ve Sosyal Hizmetler Bakanlığı, merkez üssü Kahramanmaraş'ın Pazarcık ilçesi olan depremden etkilenen 10 ile psikososyal destek personeli sevk edildiğini bildirdi.",1,X,TRT
"MSB'den ""NATO"" paylaşımı","Milli Savunma Bakanlığı, Türk Silahlı Kuvvetlerinin katıldığı NATO tatbikatlarından görüntülerin yer aldığı anlara ilişkin video paylaştı.",1,X,TRT
"Bakan Koca, 2022’deki muayene ve randevu sayısını paylaştı","Sağlık Bakanı Fahrettin Koca, 2022'de bakanlığa bağlı hastanelerde 465 milyon 444 bin 49 muayenenin gerçekleştirildiğini, MHRS'den alınan 142 milyon 858 bin 107 randevudan 109 milyon 654 bin 808'ine gidildiğini açıkladı.",1,X,TRT
"EYT'de sona gelindi, düzenleme yarın Meclis'e geliyor","Emeklilikte yaşa takılanlarla ilgili düzenlemenin hayata geçmesine kısa bir süre kaldı. Milyonları ilgilendiren EYT teklifi, yarın Meclis Başkanlığı'na sunulacak.",1,X,TRT
Tarkan’ın Geççek şarkısında “ölmedin ki aman” sözü geçti,"Tarkan’ın Geççek şarkısında “ölmedin ki aman” değil, “vermedin ki aman” deniyor.
",0,√,TeyitOrg-False
İhtiyaç sahiplerine 85 milyar lira destek verildi,"Aile ve Sosyal Hizmetler Bakanlığı, eğitimden sağlığa, barınmadan gıdaya kadar çeşitli alanlarda hayata geçirdiği sosyal yardımlar kapsamında, ihtiyaç sahiplerine 85 milyar lira destek verdi.",1,X,TRT
Putin'in Rusya'da insanların evden çıkmaması için sokağa aslan saldı,İddia doğru değil. Fotoğraf Rusya’dan değil Güney Afrika’nın Johannesburg şehrinden ve fotoğrafların Covid-19 salgını ile bir ilgisi yok.,0,√,TeyitOrg-False
Fotoğrafların Türkiye’deki bayatlayan tavukların çamaşır suyuyla yıkandığını gösterdi,Fotoğrafların Türkiye’deki bayatlayan tavukların çamaşır suyuyla yıkandığını gösterdiği ve yıkanan tavukların satılacağı iddia edildi.,0,√,TeyitOrg-False
Provokatif paylaşım yapan 713 hesap yöneticisi tespit edildi,"Emniyet Genel Müdürlüğü, sosyal medya platformlarında depreme ilişkin provokatif paylaşımlarda bulunan 713 hesap yöneticisi tespit edildiğini açıkladı. Adli işlem başlatılan 117 şüpheli gözaltına alınırken, 21'si tutuklandı.",1,X,TRT
MEB'in 5 bin kişilik AKUB ekibi de arama kurtarma çalışmalarına destek veriyor,"Kahramanmaraş merkezli depremlerden etkilenen 10 ilde, özel eğitim alan öğretmen ve diğer çalışanlardan oluşan MEB AKUB üyesi yaklaşık 5 bin kişilik ekip de sahada görev yapıyor.",1,X,TRT
WhatsApp'ın 'son görülme' 'yazıyor' ve 'çevrimiçi' özelliklerini kaldırdı,"İddiaya göre WhatsApp yaptığı son güncellemeyle ""son görülme"", ""yazıyor"" ve ""çevrimiçi"" gibi özellikleri kullanımdan kaldırdı.",0,√,TeyitOrg-False
Fotoğrafların güncel sigara deneylerinde kullanılan köpekleri gösterdi,"Sigara deneylerinde köpeklerin kullanıldığı görseller eski tarihli, ancak bazı ülkelerde bu deneylerde hala hayvanlar kullanılıyor.",0,√,TeyitOrg-False
Görselin LC Waikiki’nin yeni reklam amblemini gösterdi,Sosyal medyada yayılan bir iddiaya göre görsel LC Waikiki'nin yeni logosunu gösteriyor. Ancak iddia doğru değil.,0,√,TeyitOrg-False
Wuhan laboratuvarı ve Pfizer’ın Glaxo adlı ilaç şirketine ait oldu,GlaxoSmithKline ve Pfizer ilaç şirketleriyle Çin’de bulunan Wuhan laboratuvarı arasında hukuki bir bağ bulunmuyor.,0,√,TeyitOrg-False
TRT Haber büyük keşfin yapıldığı yerde: Gabar Dağı'ndan petrol fışkırıyor,"Büyük petrol rezervinin bulunduğu Şırnak Gabar Dağı'ndaki çalışmalar sürüyor. TRT Haber ekibi, Şehit Jandarma Esma Çevik'in adını taşıyan ve 2022 yılındaki en büyük 10 keşif arasında yer alan o petrol sahasına girdi.",1,X,TRT
Cumhurbaşkanı Erdoğan Katar'a gitti,"Cumhurbaşkanı Erdoğan, Katar Emiri Şeyh Temim bin Hamed Al Sani'nin daveti üzerine, 2022 FIFA Dünya Kupası Kapanış Töreni'ne katılmak üzere Doha'ya gitti.",1,X,TRT
Asrın felaketinde can kaybı 41 bin 156'ya yükseldi,"AFAD Başkanı Yunus Sezer, Kahramanmaraş merkezli depremlerde hayatını kaybedenlerin sayısının 41 bin 156'ya yükseldiğini açıkladı. Artçı sarsıntıların da devam ettiğini belirten Sezer, ""Şu ana kadar 6 bin 414 artçı sarsıntı yaşandı"" bilgisini paylaştı.",1,X,TRT
Mısır Çarşısı davasında Pınar Selek için kırmızı bülten kararı,"Mısır Çarşısı'nda 7 kişinin öldüğü, 127 kişinin de yaralandığı patlamaya ilişkin haklarındaki beraat kararları bozulan sanıklardan sosyolog Pınar Selek hakkında kırmızı bülten, sanık Abdülmecit Öztürk hakkında ise tutuklama kararı verildi.",1,X,TRT
Taliban'ın Ukrayna'da yaşayan vatandaşlarını 24 Şubat 2022'de ülkeye dönmeye çağırdı,"Taliban, Ukrayna’daki Afganistan vatandaşlarının can güvenliklerinin sağlamasını istese de, vatandaşlarına ülkeye dönme çağrısı yapmadı.",0,√,TeyitOrg-False
EGM: Provokatif paylaşımlarda bulunan 63 hesap tespit edildi,"Emniyet Genel Müdürlüğü (EGM), deprem sonrasında sosyal medya platformlarında provokatif paylaşımlarda bulunduğu tespit edilen hesap sayısının 63'e yükseldiğini duyurdu.",1,X,TRT
Atatürk fotoğrafı baskılı tuvalet kağıtlarına izin çıktı,"Halk Arena isimli haber sitesindeki haberde, Rizeli iş adamı Hakan Tüzel’in tuvalet kağıdına Atatürk’ün fotoğrafının basım izninin çıktığı iddia edildi.",0,√,TeyitOrg-False
Ahmed-i Şerifi isimli kişinin Türkler ve Suriyeliler hakkında söylediği iddia edilen sözler,Sosyal medyada paylaşılan iddialara göre Ahmed-i Şerifi isimli bir kişi Türkler ve Türkiye’de yaşayan Suriyeliler hakkında çeşitli söylemlerde bulunuyor.,0,X,TeyitOrg-False
Yargıtay Başsavcısı Şahin: HDP'nin terör örgütüyle bağı bilinen bir gerçek,"Yargıtay Cumhuriyet Başsavcısı Bekir Şahin, Halkların Demokratik Partisinin (HDP) terör örgütüyle bağının bilinen bir gerçek olduğunu belirterek, ""Davalı partinin devletin ülkesi ve milletiyle bölünmez bütünlüğüne aykırı eylemlerin odağı haline geldiğini tüm delillerle ortaya koyduğumuzu bildirdik"" dedi.",1,X,TRT
Melih Bulu’nun doktora tezinde intihal yaptı,"Prof. Dr. Bulu’nun doktora tezinde, özellikle literatür taraması kısmında yer alan ve tezin önemli bölümünü kapsayan alıntılara, olması gerektiği gibi atıfta bulunulmamış. ",1,√,TeyitOrg-True
Terör örgütü DEAŞ'a finansman sağlayan şebekenin mal varlığı donduruldu,"Dışişleri Bakanlığı, DEAŞ terör örgütüne finansman sağladığı tespit edilen 5 gerçek ve 2 tüzel kişinin malvarlıklarının Türkiye ve ABD tarafından eş zamanlı olarak dondurulduğunu açıkladı.",1,X,TRT
NASA astronotu Sunita Williams'ın Ay'dan döndükten sonra Müslüman oldu,"Sosyal medyada sıklıkla paylaşılan haberlerde NASA astronotu Sunita Williams’ın, Ay’dan döndükten sonra din değiştirdiği ve Müslüman olduğu iddia edildi.",0,√,TeyitOrg-False
Emeklilere verilen 1000 TL’lik bayram ikramiyesinin bazı kişilere eksik yattı,"Sosyal medyada paylaşılan, teyit.org’a ihbar olarak gönderilen ve Oda TV tarafından yapılan haberde, Sosyal Güvenlik Kurumu (SGK) tarafından emeklilere verilecek 1000 TL’lik bayram ikramiyesinin eksik yatırıldığı iddia edildi.",1,√,TeyitOrg-True
Pfizer CEO'sunun insan nüfusunu yüzde 50 azaltacaklarını söyledi,Bourla konuşmasında insan nüfusunu azaltmaktan bahsetmiyor. Bourla’nın konuşmasında yer alan “insan nüfusu” ifadesini niteleyen “ilaçlarımıza maddi gücü yetmeyen” (that cannot afford our medicine) sıfat filli kasten kesilmiş.,0,√,TeyitOrg-False
Refakatsiz depremzede çocuklar için yüz tanıma yapan yazılım devrede,"Aile ve Sosyal Hizmetler Bakanlığı, refakatsiz depremzede çocukların ailelerine kavuşturulması için çağrı merkezi kurdu ve TÜBİTAK tarafından geliştirilen ""DerinGÖRÜ"" yüz tanıma ve eşleştirme yazılımını kullanmaya başladı.",1,X,TRT
65 yaş üzeri ücretsiz İstanbulkart'ın ücretli hale geldi,Sosyal medyada paylaşılan bir iddiaya göre toplu taşıma için kullanılan İstanbulkart’ın 65 yaş üzeri ücretsiz olan versiyonu ücretli hale getirildi.,0,√,TeyitOrg-False
"Cumhurbaşkanı Erdoğan'dan ""Aydın"" paylaşımı","Cumhurbaşkanı Recep Tayyip Erdoğan, Aydın ziyareti öncesi yaptığı paylaşımda ""Rahmetli Menderes'in demokrasi bayrağını kaldırdığı Aydın, Türkiye Yüzyılı'na hazır"" ifadelerini kullandı.",1,X,TRT
Kopenhag'da sergilenen ambulans uçakta Kayseri'deki işçilere teşekkür notu yer aldı,"Kopenhag Sağlık Müzesi’nde sergilendiği iddia edilen ambulans uçak, 1965’teki yangında tamamen yok oldu.",0,√,TeyitOrg-False
TSK deprem bölgesinde 235 seyyar banyo ve tuvalet kurdu,"Türk Silahlı Kuvvetlerince (TSK), deprem bölgesinde 235 seyyar banyo ve tuvalet kuruldu.",1,X,TRT
Deprem bölgesinde 97 yağmacı tutuklandı,"Deprem bölgesinde gerçekleşen hırsızlık, yağma, dolandırıcılık olaylarına ilişkin soruşturmalarda 11 ilde 97 şüpheli tutuklandı.",1,X,TRT
